FILE NAME,sin_mono_shorten.wav
N,compressed rate,MSE,MAE
570,2.331320103537532,0.08122717175909346,0.2457156978384553
580,2.328300258843831,0.08217182157595135,0.2481014802463071
590,2.325172562553926,0.08316322917579647,0.2489632113479552
600,2.3216134598792064,0.08550869162221125,0.2539362262713385
610,2.318485763589301,0.0841232797304448,0.25202027534480437
620,2.3142795513373597,0.08336268449189732,0.25060200897579493
630,2.3143874029335634,0.08405143154908384,0.25148923498202547
640,2.3140638481449525,0.08273163326058891,0.24907359857832986
650,2.3080241587575494,0.08455078903666047,0.25239948629713516
660,2.3078084555651426,0.08373287923254907,0.24988224655868385
670,2.2999352890422777,0.08272485627695773,0.249343825676018
680,2.2969154443485764,0.08362586790717677,0.25027304269576567
690,2.2969154443485764,0.08459428313936176,0.25271811642234365
700,2.2928170836928388,0.08545376340402111,0.2532973290391681
710,2.2868852459016393,0.08346363589876203,0.24989787294204968
720,2.288179465056083,0.08187739263484431,0.2476939287676428
730,2.2847282139775666,0.08356286914923232,0.2501784559562797
740,2.2816005176876617,0.08470672104226075,0.2534341129697929
750,2.280629853321829,0.08407174423914492,0.2521902009057071
760,2.2748058671268336,0.08233905326934864,0.24777350618167718
770,2.2727566867989646,0.08281522115011747,0.2491780044719897
780,2.274050905953408,0.08422974171369967,0.2507995549669719
790,2.2665012942191542,0.08206740153065986,0.2486746236433745
800,2.264667817083693,0.08316786205628547,0.24973475897563338
810,2.261540120793788,0.08426463408295772,0.25171120494083565
820,2.257981018119068,0.08316361729963956,0.2500084838798704
830,2.2542062122519413,0.08219974259030323,0.2467367294105151
840,2.2452545297670405,0.08194547747646276,0.24733812956823278
850,2.2452545297670405,0.08444145397184878,0.2512969702380098
860,2.2427739430543574,0.08236970512467487,0.24833945408269162
870,2.234792924935289,0.08241755750448268,0.24885937189860696
880,2.2309102674719585,0.08416469095388888,0.252220868143744
890,2.2272433132010354,0.0849533245582146,0.2526428731838844
900,2.220987920621225,0.08315704858712526,0.24995569346364283
910,2.2160267471958583,0.08115409531769993,0.245560765117954
920,2.2113891285591025,0.08356983090042298,0.2511281403075202
930,2.21160483175151,0.08341243803343991,0.2500678988691581
940,2.203839516824849,0.08273162591742349,0.24863358541213532
950,2.203515962036238,0.08320443551848054,0.2499312162956521
960,2.1975841242450387,0.08182807073081928,0.2471064163789317
970,2.19553494391717,0.08296450525198447,0.24942603096476534
980,2.188848144952545,0.08274340758473168,0.24943307666759498
990,2.1844262295081966,0.08298774166630936,0.24959445024669955
1000,2.180867126833477,0.08391623524843933,0.2515258625483863
1010,2.1781708369283868,0.08405671879364239,0.25158291483426504
1020,2.173641069887834,0.08263395628956433,0.24925949598949176
1030,2.1722389991371873,0.0822230243759929,0.24772656192924739
1040,2.165336496980155,0.08229842923952842,0.248446449571563
1050,2.160483175150992,0.08527534731895903,0.2535184971825835
1060,2.1563848144952544,0.08304740542116479,0.24933296147727407
1070,2.1546591889559967,0.0827203653971335,0.24856650013775228
1080,2.14851164797239,0.08521140095827423,0.25423044770433484
1090,2.144197584124245,0.0827161529687575,0.2487000323392349
1100,2.139020707506471,0.08220566945813745,0.24887517243888901
1110,2.137295081967213,0.08268926392459106,0.24963802167374763
1120,2.1339516824849007,0.08361722061141064,0.24992907237086082
1130,2.126833477135462,0.08449542629002424,0.2521278055850716
1140,2.1205780845556514,0.08420637988664874,0.2516753459905474
1150,2.116156169111303,0.08354683036868127,0.25015865890328
1160,2.1131363244176016,0.08204935791534104,0.24760246235166905
1170,2.1033218291630718,0.08141715608769293,0.24615225963245674
1180,2.1004098360655736,0.08456474085411021,0.2515667141015624
1190,2.0932916307161347,0.08438935275657847,0.25174592185025707
1200,2.089732528041415,0.08213518021005276,0.24774979742187045
1210,2.0844477998274376,0.0829547624277971,0.2501773277048331
1220,2.0759275237273513,0.08400219182677904,0.25197763404976153
1230,2.0723684210526314,0.0811660271062602,0.24671181122584912
1240,2.0697799827437446,0.08315193187819127,0.24976146330190024
1250,2.065034512510785,0.08281637539474818,0.24918971843899348
1260,2.0609361518550475,0.08186740139927604,0.24773418426853935
1270,2.05327868852459,0.08365032055615673,0.25059868865913115
1280,2.0484253666954273,0.08150235817450127,0.2469965804525461
1290,2.0462683347713546,0.08148676220968523,0.24667469352626867
1300,2.0342968075927526,0.08163419032104273,0.24635369809895558
1310,2.0350517687661775,0.08400896176924931,0.25110033986103825
1320,2.036130284728214,0.08267366990954483,0.24879865453820685
1330,2.026315789473684,0.08137718260516498,0.24554007056795948
1340,2.0197368421052633,0.08109429937859329,0.24610716796372414
1350,2.0127264883520275,0.08187273838957691,0.2467255465403498
1360,2.0047454702329595,0.08263462348800564,0.2488415543637665
1370,2.0001078515962036,0.08119982993120849,0.24704206483188662
1380,1.9946074201898187,0.07980297351343388,0.24344989305198056
1390,1.987920621225194,0.08447538293429978,0.2519600816482122
1400,1.9841458153580673,0.08457032773435594,0.2521324198402401
1410,1.9854400345125107,0.08233061454348915,0.24801687933413744
1420,1.9772433132010354,0.0823332249886111,0.24816563884487944
1430,1.9708800690250217,0.08361994029878485,0.25032770637834273
1440,1.9667817083692838,0.08247931500607462,0.2480085512045854
1450,1.9634383088869716,0.08243235768776644,0.24851636282642608
1460,1.9591242450388267,0.08231761200488667,0.24886820611604182
1470,1.9492018981880932,0.08179338102262032,0.24645473665448359
1480,1.9462899050905953,0.08284108233374338,0.2484764378374136
1490,1.9389559965487488,0.08197476389629815,0.24729605150686962
1500,1.927739430543572,0.08345503231937611,0.2505905069405204
1510,1.9252588438308886,0.08298672023475563,0.24938428347764593
1520,1.916846419327006,0.08503648195907498,0.25315084902909646
1530,1.913179465056083,0.08366923281778883,0.251096674872816
1540,1.9053062985332183,0.08485265830719056,0.25209170621250826
1550,1.8979723899913719,0.08405196398287823,0.25121518251507746
1560,1.8921484037963763,0.08305212557877,0.24957118336086523
1570,1.8835202761000862,0.0842319542705028,0.25386615094780524
1580,1.8812553925798101,0.08304199198042148,0.2499199546420266
1590,1.873274374460742,0.08369562281756605,0.24994892762230736
1600,1.8620578084555652,0.08250893447907555,0.24792896724890578
1610,1.8570966350301985,0.08368309469472077,0.2499839335816875
1620,1.8548317515099224,0.08658887377134551,0.2560979489834943
1630,1.8433994823123383,0.08394254549379457,0.25073539844453613
1640,1.8362812769628991,0.08092573748424174,0.24585116696697798
1650,1.8301337359792924,0.08318309885893764,0.25042527643504203
1660,1.82053494391717,0.08270801480588315,0.24840893023098623
1670,1.8109361518550475,0.08135560427906385,0.24560141233294883
1680,1.8017687661777395,0.08653789500268602,0.25632243033596824
1690,1.8003666954270923,0.08236189927481409,0.24816873583097163
1700,1.7999352890422777,0.0844656535658065,0.25196529533498785
1710,1.7885030198446936,0.0823198273203792,0.24817831974877985
1720,1.7873166522864539,0.08475581545895702,0.2528119303070498
1730,1.7832182916307162,0.08450554752497731,0.25182626210696324
1740,1.7812769628990508,0.08186601226981502,0.24659101204069958
1750,1.7758843830888698,0.08403430040741366,0.2510283314020548
1760,1.7699525452976703,0.08388486306941091,0.2503194236680014
1770,1.7621872303710095,0.0833435545718693,0.2507893341929318
1780,1.7495685936151855,0.084029394970933,0.25222884092025344
1790,1.7475194132873166,0.08410359542926124,0.2515818892200855
1800,1.737381363244176,0.0832191500529491,0.25113513643825613
1810,1.7378127696289905,0.08392360813648664,0.2513430164711032
1820,1.7204486626402071,0.08370654180355155,0.2511001890907634
1830,1.7097713546160482,0.08474403485520232,0.25261361889039435
1840,1.70297670405522,0.08140748201238872,0.24684626565419038
1850,1.702113891285591,0.08390194610719687,0.250672991610191
1860,1.6816220880069026,0.08556080251441187,0.2536535336060356
1870,1.672562553925798,0.0825891407882735,0.24851275204435339
1880,1.669434857635893,0.08423424402821435,0.25196796209976574
1890,1.6681406384814494,0.08252560127842212,0.2477106527223245
1900,1.6677092320966351,0.08350211933472952,0.2501219895555494
1910,1.6687877480586712,0.08309537410620814,0.24975767626830347
1920,1.668572044866264,0.08417200469517452,0.2513573264177671
1930,1.6635030198446936,0.08508357522508309,0.25341336609355714
1940,1.6543356341673856,0.08071974538651454,0.2453088153266339
1950,1.6362165660051768,0.0844013387337821,0.25173743059570103
1960,1.6347066436583262,0.08161943434862101,0.2464555859920235
1970,1.6306082830025885,0.082875699051341,0.2500234607844034
1980,1.625862812769629,0.08600361840883888,0.2545323462175278
1990,1.6069887834339949,0.08355269082425777,0.2490961530427258
2000,1.6072044866264021,0.08495345877020777,0.2532092524652124
2010,1.591997411561691,0.0832338417907282,0.25030963026737124
2020,1.5900560828300259,0.08336111820046502,0.249661754278999
2030,1.5886540120793788,0.08211347456011801,0.24749128961380593
2040,1.606665228645384,0.08364413472128904,0.2502141424932683
2050,1.5976056945642796,0.08313975622032513,0.2493991012514663
2060,1.5955565142364108,0.08429194793306966,0.25186832098807543
2070,1.5875754961173425,0.08409025962877793,0.2523945942210906
2080,1.5912424503882658,0.08210130391411602,0.24720742741156024
2090,1.5669758412424504,0.08341674540383506,0.2494682765898571
2100,1.5612597066436584,0.08426821760175113,0.25182353680532865
2110,1.5624460742018982,0.08291074199970688,0.24801435736159322
2120,1.551337359792925,0.08379279829810779,0.2512493326224817
2130,1.558239861949957,0.0821072775630154,0.24690124582815462
2140,1.564495254529767,0.08461896358188353,0.25239333918277
2150,1.5737704918032787,0.08480081345423367,0.25236994339338764
2160,1.5760353753235548,0.08516785773680284,0.2529273727806562
2170,1.569995685936152,0.08144193177322066,0.24684183965977433
2180,1.5532786885245902,0.08422923331313167,0.2514656158562374
2190,1.5437877480586712,0.08543709127822528,0.2531920291366217
2200,1.5466997411561692,0.08557058790107086,0.2537149612148681
2210,1.5382873166522864,0.08436332639168022,0.25236863516082947
2220,1.532679033649698,0.08250587647238761,0.24818156873566932
2230,1.5408757549611733,0.08279200158892167,0.2498863628034838
2240,1.5407679033649697,0.08268615847421809,0.2499127320442121
2250,1.5316005176876617,0.08454165720304688,0.2523379426549306
2260,1.5285806729939604,0.0824265645534295,0.24909359529342823
2270,1.5327868852459017,0.08462634451490753,0.2523877826084784
2280,1.5229723899913719,0.08342094432756264,0.24962371597257013
2290,1.5125107851596205,0.08249897386762906,0.2490465701783468
2300,1.4976272648835203,0.08283912530104778,0.2488570944349296
2310,1.478753235547886,0.08392284627332972,0.25154777371036585
2320,1.4940681622088008,0.08096602027578186,0.2449572863397021
2330,1.495146678170837,0.0825835951476879,0.24858567323780603
2340,1.496009490940466,0.08470590766469495,0.25291895488628646
2350,1.4933132010353753,0.08413695892627009,0.2522742489838191
2360,1.4933132010353753,0.08411812238650392,0.25193827937041696
2370,1.497411561691113,0.08361282615278724,0.2500313247500411
2380,1.4858714408973253,0.08395678294192296,0.25198587321834487
2390,1.4742234685073339,0.08301801826267478,0.24882237842388424
2400,1.4680759275237274,0.0827929365786122,0.24836423637443877
2410,1.4614969801553064,0.08456555362850517,0.25204961958726285
2420,1.4689387402933562,0.08375115299806882,0.2502713086171537
2430,1.4723899913718723,0.08190930923756234,0.24822815853319674
2440,1.464408973252804,0.0830711829211906,0.24932519378596313
2450,1.4661345987920622,0.08236374263154755,0.24680835332357678
2460,1.458153580672994,0.08488957977601398,0.2529326755094756
2470,1.4499568593615186,0.0828049655386447,0.24907579947587602
2480,1.4528688524590163,0.08201696828453138,0.24739592745695244
2490,1.4548101811906817,0.08342340227044318,0.2507935107946446
2500,1.436583261432269,0.08356441640020416,0.2503917265417257
2510,1.4298964624676445,0.08388943868546717,0.2512949791750036
2520,1.4264452113891286,0.08496749916994283,0.252261602742453
2530,1.4239646246764452,0.0820180683317959,0.2476569025491902
2540,1.4253666954270923,0.08387965681284262,0.25104608487952046
2550,1.422346850733391,0.08245771106047878,0.24851289908243368
2560,1.4113459879206212,0.08276295146485088,0.24933137925447046
2570,1.4041199309749783,0.08119241135413378,0.24565949842551585
2580,1.4027178602243313,0.08224894109258653,0.2482721866424487
2590,1.3895599654874893,0.08322932313870629,0.24985992247728198
2600,1.3828731665228646,0.0819474536975394,0.24712016102268003
2610,1.3946289905090596,0.08342429882531935,0.2502237910195558
2620,1.3995901639344261,0.08276154267897372,0.24837068892893696
2630,1.3948446937014667,0.082331412613615,0.24789660210237843
2640,1.391932700603969,0.08324743470144541,0.25011598790027806
2650,1.3923641069887833,0.08391616480174195,0.25140483304817635
2660,1.384167385677308,0.0829444105632168,0.2492775116352284
2670,1.3780198446937015,0.0828340340159496,0.2490268894014336
2680,1.360332182916307,0.08273075128897525,0.24888993176815782
2690,1.3561259706643658,0.08552390055562815,0.2547557549492204
2700,1.3477135461604832,0.08351517921221044,0.24951810919128822
2710,1.3375754961173425,0.08337467952484366,0.24969732212887638
2720,1.3443701466781708,0.0842125743402929,0.25184675949342616
2730,1.3412424503882658,0.08404216067226378,0.25096153969629703
2740,1.3399482312338222,0.08366252186190015,0.25024504622067306
2750,1.3238783433994823,0.08214490266058912,0.2474906150555682
2760,1.3195642795513374,0.08297489249958974,0.24944877439051585
2770,1.3180543572044867,0.08215819595752255,0.24812576319712495
2780,1.3091026747195857,0.08205115478515132,0.2468635614023692
2790,1.3137402933563416,0.08382635737278459,0.2512712034216548
2800,1.3133088869715273,0.08567371867944878,0.2541634787743268
2810,1.3000431406384814,0.08466933893801448,0.25265914767251646
2820,1.3034943917169974,0.08469989871575402,0.25265405900656024
2830,1.2954055220017255,0.08182012678798553,0.24697504686391336
2840,1.2890422778257118,0.08210129592840765,0.248005007744567
2850,1.286993097497843,0.0830813700888209,0.249563356934276
2860,1.2876402070750648,0.08673742752683034,0.25586998295085955
2870,1.2819240724762726,0.08378337630140349,0.25113156313279544
2880,1.2834339948231235,0.08376298577942971,0.2505109971090606
2890,1.2736194995685937,0.08318480036593588,0.24968386247756194
2900,1.2699525452976703,0.08382320785325756,0.25117198253290407
2910,1.260353753235548,0.08406087659645758,0.2512477887596948
2920,1.2599223468507335,0.0822085467815031,0.24768121490978068
2930,1.2361949956859362,0.08480432845397694,0.2526681179643558
2940,1.2481665228645384,0.08381105139631616,0.250891432490063
2950,1.2564710957722174,0.08397652286825609,0.2505213756986934
2960,1.2489214840379637,0.08320540305525194,0.24950232856759885
2970,1.2319887834339949,0.08131842561884692,0.2466033331801858
2980,1.2338222605694564,0.08417694609431037,0.25156978163280136
2990,1.2278904227782572,0.08130474209211754,0.24612826720171893
3000,1.2234685073339084,0.08401480483687794,0.25176697543030196
3010,1.2198015530629853,0.08190533156698923,0.24680530481404625
3020,1.1968291630716135,0.08373576322534264,0.25108869335860484
3030,1.2054572907679033,0.08309827057165797,0.24959019227497234
3040,1.2102027610008628,0.08131327005872158,0.24611613367518156
3050,1.1707290767903364,0.083087520594885,0.24993053818954905
3060,1.1759059534081104,0.08315949957567549,0.24994108290604686
3070,1.1830241587575496,0.08222943090032683,0.24796081285035093
3080,1.1684641932700603,0.08389781763324368,0.25203546123970827
3090,1.1818377911993097,0.08400798164294689,0.2507554829722287
3100,1.1834555651423642,0.08255324881706019,0.24866217660974962
3110,1.1819456427955133,0.08269162903717779,0.24994183003635348
3120,1.1613459879206212,0.08375099626775784,0.25041063763686866
3130,1.164257981018119,0.08293968173294693,0.24860060909399614
3140,1.1584339948231235,0.08151993762969653,0.24595869953882094
3150,1.144521138912856,0.08412280884804554,0.25101180362829767
3160,1.139020707506471,0.08476515232630978,0.252594795084368
3170,1.1411777394305436,0.08504889729457824,0.25367649821760263
3180,1.117234685073339,0.08431407698696196,0.2520135025819376
3190,1.1343830888697153,0.08184752125895907,0.2469127782677952
3200,1.1104400345125107,0.08182363180724615,0.2476134687251822
3210,1.1237057808455566,0.08234287591286543,0.2487883438051786
3220,1.1273727351164797,0.08543238686528014,0.25315083394045657
3230,1.121548748921484,0.08296226424992247,0.24908594383354302
3240,1.1084987057808455,0.08367691373641338,0.2511217988856418
3250,1.0939387402933562,0.08094957247104557,0.24663224788728663
3260,1.0853106125970664,0.08247033471556875,0.24806231807868231
3270,1.0968507333908541,0.08423457540945842,0.25134078651638314
3280,1.091997411561691,0.08332729228879614,0.2499074662324308
3290,1.0781924072476272,0.08175629040188459,0.24684932213009658
3300,1.0924288179465056,0.08450262462911158,0.2520761547075222
3310,1.0838006902502157,0.08285399293403518,0.2489844133098564
3320,1.060504745470233,0.08234260131119618,0.24829884380835168
3330,1.0715056082830026,0.0831777288190672,0.25051349549282126
3340,1.053062985332183,0.083438677764188,0.25010182289691313
3350,1.0502588438308886,0.08275331701052935,0.2479575369726522
3360,1.056514236410699,0.08320448338411227,0.24988945288552575
3370,1.0511216566005177,0.08311300585800928,0.2494381376114316
3380,1.0374245038826575,0.08396145755836293,0.2510741931175889
3390,1.04583692838654,0.08212950039947094,0.2467815545105326
3400,1.0293356341673856,0.08338625748880127,0.2500552273049168
3410,1.0242666091458155,0.08548419667433332,0.2543486561465336
3420,1.020923209663503,0.08401759603213209,0.2514988918685901
3430,1.0136971527178602,0.08346028789798858,0.2512201147345082
3440,1.014344262295082,0.0836089331823569,0.250455637749243
3450,1.0064710957722174,0.08495744567241643,0.25383323345190706
3460,0.9997842968075927,0.08644155511906822,0.2551708311252447
3470,1.0057161345987922,0.0840206707328554,0.2518854481225683
3480,1.0064710957722174,0.0863795673228009,0.25590407385868674
3490,0.9996764452113891,0.08327543406215095,0.2495991233996965
3500,0.9981665228645384,0.08182349994254298,0.24840370714636167
3510,0.9950388265746333,0.08482297655406712,0.2522931426955445
3520,0.991695427092321,0.0837222804596523,0.25183883895241044
3530,0.9870578084555651,0.08221577666506567,0.24738388441198064
3540,0.9829594477998275,0.0853816583307341,0.254348894555607
3550,0.9772433132010354,0.08325349694456721,0.2492420278729629
3560,0.975086281276963,0.08544852845033218,0.25388296547020844
3570,0.9714193270060397,0.08441195312668937,0.25220757200054855
3580,0.9703408110440035,0.08607507825432639,0.256058529071737
3590,0.9727135461604832,0.08327911754380296,0.24973900304676694
3600,0.9618205349439172,0.08143939509639063,0.24525693338603602
3610,0.9575064710957722,0.08336781910434393,0.2506215806786614
3620,0.9539473684210527,0.08159940422228189,0.24684482394843427
3630,0.9518981880931838,0.08209143627427452,0.2473269503751137
3640,0.9461820534943917,0.08162127920791287,0.24632713575729018
3650,0.9402502157031924,0.08360084397912262,0.2503241761385886
3660,0.9374460742018982,0.08109476931274442,0.24604998463048341
3670,0.9321613459879207,0.08292281313774656,0.2486213937886899
3680,0.92946505608283,0.08241941079777922,0.2481480245011492
3690,0.9252588438308887,0.0832994231840629,0.25015229524162574
3700,0.9204055220017257,0.08337365875212636,0.24975576976856542
3710,0.9201898188093184,0.08206289407831206,0.24824099225599794
3720,0.9163071613459879,0.08519757384613487,0.25274018973374346
3730,0.9110224331320104,0.08450287639077168,0.251964405463896
3740,0.9087575496117343,0.0838571941103915,0.25118517089023784
3750,0.90595340811044,0.08350331146644864,0.24945444070375197
3760,0.9023943054357204,0.08376159529359804,0.2504927131031137
3770,0.897648835202761,0.0836178039303353,0.25087298092243787
3780,0.8938740293356342,0.08226850983401576,0.24879120766002844
3790,0.8874029335634167,0.08384292482326426,0.25098532788159206
3800,0.8880500431406385,0.0833912230073595,0.24998252524648568
3810,0.8795297670405522,0.08489739193364729,0.25309924238328885
3820,0.8790983606557377,0.08281489787512371,0.24886786730313942
3830,0.8729508196721312,0.0837190475886295,0.25061800085137265
3840,0.8710094909404659,0.0832073240746865,0.24939127146231874
3850,0.8634598792062123,0.08377406948684309,0.25021457601421176
3860,0.8609792924935289,0.0842101710732456,0.2531414837663336
3870,0.8587144089732528,0.08364542211762101,0.2502203492418288
3880,0.8546160483175151,0.083635406808033,0.25011206325188273
3890,0.8492234685073339,0.08278469344813925,0.2480830747091982
3900,0.8481449525452976,0.08341311404731179,0.24967077526651538
3910,0.8399482312338222,0.08273202954751518,0.2479888875564069
3920,0.8385461604831751,0.0832803505201239,0.25050737789850547
3930,0.834879206212252,0.08229662350051006,0.2477144928091708
3940,0.8306729939603106,0.08387410815130243,0.25137408668450917
3950,0.8273295944779983,0.0839698786084271,0.2502631070611282
3960,0.818809318377912,0.0832605859959261,0.24942487676067207
3970,0.8143874029335634,0.0816254104947428,0.24736492838270288
3980,0.8077006039689387,0.08271121529384985,0.24805522422445458
3990,0.8059749784296808,0.08551474993383147,0.2547843229176071
4000,0.8005823986194995,0.08529403278983387,0.2539501101640368
4010,0.797886108714409,0.085726730038301,0.2549129195147035
4020,0.7962683347713546,0.08248716371938926,0.24834522261084166
4030,0.7888265746333045,0.08462959867055932,0.25302120804377987
4040,0.7868852459016393,0.08331330359600413,0.2508807437493338
4050,0.7776100086281277,0.08253429796020031,0.24865487758080781
4060,0.7712467644521139,0.08081522457408999,0.2449945414349715
4070,0.7660698878343399,0.08198187192050997,0.24661000908057107
4080,0.7671484037963762,0.08147786096780098,0.24726828897231662
4090,0.7622950819672131,0.0831259901018755,0.2499724485523988
4100,0.7587359792924935,0.08298842460012178,0.24821109256199386
4110,0.7546376186367558,0.08285293395911197,0.24975988157725612
4120,0.7483822260569456,0.08170379407434848,0.24769122535979576
4130,0.7396462467644521,0.08306096180993493,0.24882379294335802
4140,0.7352243313201036,0.08183126829079333,0.24791722948748202
4150,0.7354400345125108,0.08294582923878481,0.24927974731695282
4160,0.7289689387402933,0.08466835556087254,0.25313902911170266
4170,0.7240077653149266,0.08326981852099531,0.24917813503226932
4180,0.7201251078515962,0.08259571823272778,0.24831514820905787
4190,0.7131147540983607,0.08250373522374835,0.24777602644122115
4200,0.7124676445211389,0.082481509894324,0.24886874095863742
4210,0.7105263157894737,0.08182780766114758,0.24707652279246878
4220,0.7063201035375324,0.08458412858912696,0.25152309698663383
4230,0.7006039689387403,0.08226541589939754,0.2478970176854372
4240,0.697260569456428,0.08215476304307759,0.24853531948027222
4250,0.6935936151855048,0.083203716898428,0.2498374642138198
4260,0.6882010353753235,0.08248963895511108,0.24760456731405217
4270,0.6859361518550474,0.08228296677227787,0.24754469875199778
4280,0.6824849007765315,0.08412475215061531,0.25179658752804546
4290,0.6756902502157032,0.08393613105373945,0.2513393236014292
4300,0.6751509922346851,0.08314878748340707,0.24954407780383747
4310,0.6709447799827437,0.0824355078268601,0.24910618704223125
4320,0.6649050905953409,0.08229478903916626,0.2471809407469777
4330,0.6605910267471958,0.08432546676844933,0.25118496574906884
4340,0.6563848144952545,0.0849011446543668,0.2523161958625783
4350,0.661130284728214,0.08344809833485115,0.25041543410508743
4360,0.6522864538395168,0.08105189599694394,0.24562464300452566
4370,0.6481880931837791,0.08282303415203857,0.2488047674469854
4380,0.6438740293356342,0.08272310045483534,0.24956936775749805
4390,0.6396678170836928,0.08338747202642083,0.24969614832326573
4400,0.6360008628127696,0.0821367706114731,0.24759152690424507
4410,0.6377264883520276,0.08400878314808749,0.2513718293823076
4420,0.6356773080241588,0.08264228278867192,0.24905304258954383
4430,0.6285591026747196,0.08220168736355957,0.24671215144192424
4440,0.6327653149266609,0.08349490062043517,0.24993393567034256
4450,0.6313632441760139,0.08304317360304214,0.24886474118593577
4460,0.626725625539258,0.083758959172292,0.2510505259395439
4470,0.6207937877480587,0.08297857337762682,0.24900608904788718
4480,0.6246764452113891,0.08552372431179268,0.2544047655636968
4490,0.6209016393442623,0.08332460219653749,0.25103911475361257
4500,0.6272648835202761,0.08249735005268513,0.2487492394423572
4510,0.6212251941328731,0.08346828112194918,0.2510234158461472
4520,0.6303925798101812,0.08485181622763509,0.25274155987618374
4530,0.6290983606557377,0.08466606317866378,0.25219560742720787
4540,0.6302847282139775,0.08309945936194633,0.2498251808004087
4550,0.6322260569456428,0.08224081107794501,0.24824905388212626
4560,0.6473252804141502,0.0853227955042858,0.2535510574243378
4570,0.6596203623813632,0.08525915186930058,0.25365628914562094
4580,0.6800043140638481,0.08376336339291772,0.25096640134825193
4590,0.7083692838654012,0.08280538065445466,0.24935573855065096
4600,0.7723252804141502,0.08354604094173053,0.251372796567677
4610,0.9503882657463331,0.08293096056098052,0.25012165583951745
